New Episode Started
State: D:18.2_PD:False_G:False_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:18.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.06878
State: D:18.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.02888695
State: D:18.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.069275
State: D:18.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0104405
State: D:17.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.034885
State: D:17.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009995
State: D:17.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.07012145
State: D:17.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.06972051
State: D:17.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0546455
State: D:17.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.054695
State: D:17.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.02813901
State: D:17.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0199405
State: D:16.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:16.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0389405
State: D:16.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:16.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0109405
State: D:16.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.054101
State: D:16.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02176701
State: D:16.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0408619
State: D:16.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:16.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01183016
State: D:15.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.056081
State: D:15.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03078611
State: D:15.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01999
State: D:15.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02508076
State: D:15.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0195215
State: D:15.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02667817
State: D:15.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.010886
State: D:15.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:14.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.035776
State: D:14.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500991
State: D:14.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0542
State: D:14.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01377178
State: D:14.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.04266271
State: D:14.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02290859
State: D:14.2_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:14.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:13.9_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01098951
State: D:13.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.06878
State: D:13.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005495
State: D:13.6_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01004401
State: D:13.4_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0692255
State: D:13.3_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.069275
State: D:13.1_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01053901
State: D:13.0_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01769
State: D:12.8_PD:False_G:True_W:False_W:False_F:False_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:12.7_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0209405
State: D:12.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0551405
State: D:12.5_PD:False_G:True_W:False_W:False_F:False_S:True, Action: Patrol, Reward: 0.1, New Q-value: -0.007100001
State: D:12.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:11.9_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:11.7_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:11.5_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:11.3_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:11.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.9_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.7_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:10.5_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:10.3_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04776125
State: D:10.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.9_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.7_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.5_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.3_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.2_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0542
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.06878
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.081902
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.09371181
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1043406
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1139066
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1225159
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1302643
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1372379
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.017195
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1435141
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1491627
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1542464
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1588218
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1629396
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1666456
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0204755
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1699811
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.172983
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1756847
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1781162
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02342795
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1803046
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1822741
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02608516
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1840467
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.185642
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1870779
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02847664
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03062898
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03256608
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1883701
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1895331
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1905798
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1915218
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03430947
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03587852
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03729067
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1923696
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0385616
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03970544
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0407349
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04166141
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04249527
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1931326
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04324574
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04392117
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04452905
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04507615
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04556853
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1938194
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04601168
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1944374
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04641051
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1949937
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1954943
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04676946
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1959449
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04709252
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1963504
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1967154
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04738326
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1970438
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04764494
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04788044
State: D:9.1_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0480924
State: D:9.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:9.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009995
State: D:9.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01498501
State: D:9.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01999
State: D:9.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:9.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:8.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:8.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:8.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:8.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:8.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:8.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:8.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:8.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:8.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:8.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:8.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: 0.1, New Q-value: 0.01
State: D:7.9_PD:True_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: 0.1, New Q-value: 0.01
State: D:7.6_PD:True_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:7.3_PD:True_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:7.0_PD:True_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: 2, New Q-value: 0.2023326
State: D:6.8_PD:True_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.188912
State: D:6.5_PD:True_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: 0, New Q-value: 0.00278091
State: D:6.2_PD:True_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: 0.1, New Q-value: 0.020881
State: D:6.0_PD:True_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.011
State: D:5.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:5.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:5.1_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:4.8_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:4.5_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:4.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:4.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:3.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:3.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:3.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:3.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:3.2_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:3.1_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:3.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:2.9_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.019505
State: D:2.8_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.099505
State: D:2.8_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.0155
State: D:2.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:2.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:2.6_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:2.5_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:2.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:2.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:2.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:2.2_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:2.1_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:2.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:1.9_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:1.8_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:1.8_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:1.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:1.6_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:1.5_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:1.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:1.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.19
State: D:1.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
