Distance,Action,Reward
4.791352,Patrol,0
4.791352,Follow,0.05
4.87965,Patrol,0
4.87965,Follow,0.05
4.961121,Patrol,0
4.961121,Follow,0.05
5.047506,Patrol,0
5.047506,Follow,0.1
5.112438,Patrol,0
5.112438,Follow,0.1
5.15772,Patrol,0
5.15772,Follow,0.1
5.20116,Patrol,0
5.20116,Follow,0.1
5.24119,Patrol,0
5.24119,Follow,0.1
5.279362,Patrol,0
5.279362,Follow,0.1
5.320792,Patrol,0
5.320792,Follow,0.1
5.363163,Patrol,0
5.363163,Follow,0.1
5.404566,Patrol,0
5.404566,Follow,0.1
5.446263,Patrol,0
5.446263,Follow,0.1
5.488153,Patrol,0
5.488153,Follow,0.1
5.542346,Patrol,0
5.542346,Follow,0.1
5.583932,Patrol,0
5.583932,Follow,0.1
5.629409,Patrol,0
5.629409,Follow,0.1
5.715589,Patrol,0
5.715589,Follow,0.1
5.766975,Patrol,0
5.766975,Follow,0.1
5.811742,Patrol,0
5.811742,Follow,0.1
5.860503,Patrol,0
5.860503,Follow,0.1
5.912478,Patrol,0
5.912478,Follow,0.1
5.956663,Patrol,0
5.956663,Follow,0.1
5.92049,Patrol,0
5.92049,Follow,0.1
5.885058,Patrol,0
5.885058,Follow,0.1
5.848251,Patrol,0
5.848251,Follow,0.1
5.811193,Patrol,0
5.811193,Follow,0.1
5.775901,Patrol,0
5.775901,Follow,0.1
5.736774,Patrol,0
5.736774,Follow,0.1
5.699196,Patrol,0
5.699196,Follow,0.1
5.663788,Patrol,0
5.663788,Follow,0.1
5.624892,Patrol,0
5.624892,Follow,0.1
5.59015,Patrol,0
5.59015,Follow,0.1
5.553001,Patrol,0
5.553001,Follow,0.1
5.5135,Patrol,0
5.5135,Follow,0.1
5.436279,Patrol,0
5.436279,Follow,0.1
5.394715,Patrol,0
5.394715,Follow,0.1
5.34759,Patrol,0
5.34759,Follow,0.1
5.314369,Patrol,0
5.314369,Follow,0.1
5.347441,Patrol,0
5.347441,Follow,0.1
5.38817,Patrol,0
5.38817,Follow,0.1
5.428501,Patrol,0
5.428501,Follow,0.1
5.468888,Patrol,0
5.468888,Follow,0.1
5.509041,Patrol,0
5.509041,Follow,0.1
5.561717,Patrol,0
5.561717,Follow,0.1
5.601718,Patrol,0
5.601718,Follow,0.1
5.641699,Patrol,0
5.641699,Follow,0.1
5.683122,Patrol,0
5.683122,Follow,0.1
5.7219,Patrol,0
5.7219,Follow,0.1
5.762275,Patrol,0
5.762275,Follow,0.1
5.800698,Patrol,0
5.800698,Follow,0.1
5.842697,Patrol,0
5.842697,Follow,0.1
5.881857,Patrol,0
5.881857,Follow,0.1
5.923535,Patrol,0
5.923535,Follow,0.1
6.003178,Patrol,0
6.003178,Follow,0.1
6.047078,Patrol,0
6.047078,Follow,0.1
6.087641,Patrol,0
6.087641,Follow,0.1
6.130274,Patrol,0
6.130274,Follow,0.1
6.170542,Patrol,0
6.170542,Follow,0.1
6.209232,Patrol,0
6.209232,Follow,0.1
6.249054,Patrol,0
6.249054,Follow,0.1
6.287358,Patrol,0
6.287358,Follow,0.1
6.328435,Patrol,0
6.328435,Follow,0.1
6.36718,Patrol,0
6.36718,Follow,0.1
6.407321,Patrol,0
6.407321,Follow,0.1
6.449108,Patrol,0
6.449108,Follow,0.1
6.501704,Patrol,0
6.501704,Follow,0.1
6.546195,Patrol,0
6.546195,Follow,0.1
6.586933,Patrol,0
6.586933,Follow,0.1
6.585779,Patrol,0
6.585779,Follow,0.1
6.548714,Patrol,0
6.548714,Follow,0.1
6.511955,Patrol,0
6.511955,Follow,0.1
6.472539,Patrol,0
6.472539,Follow,-0.02
6.366224,Patrol,-0.1
6.366224,Follow,0.1
6.292619,Patrol,0
6.292619,Follow,0.1
6.21761,Patrol,0
6.21761,Follow,0.1
6.092652,Patrol,0
6.092652,Follow,0.1
5.96177,Patrol,0
5.96177,Follow,0.1
5.836409,Patrol,0
5.836409,Follow,0.1
5.733243,Patrol,0
5.733243,Follow,0.1
5.621868,Patrol,0
5.621868,Follow,0.1
5.516517,Patrol,0
5.516517,Follow,0.1
5.411633,Patrol,0
5.411633,Follow,0.1
5.307437,Patrol,0
5.307437,Follow,0.1
5.164914,Patrol,0
5.164914,Follow,0.1
5.055392,Patrol,0
5.055392,Follow,0.1
4.950909,Patrol,0
4.950909,Follow,0.05
4.846089,Patrol,0
4.846089,Follow,0.05
4.743036,Patrol,0
4.743036,Follow,0.05
4.646601,Patrol,0
4.646601,Follow,0.05
4.573394,Patrol,0
4.573394,Follow,0.05
4.500377,Patrol,0
4.500377,Follow,0.05
4.426198,Patrol,0
4.426198,Follow,0.05
4.270741,Patrol,0
4.270741,Follow,0.05
4.166824,Patrol,0
4.166824,Follow,0.05
4.088092,Patrol,0
4.088092,Follow,0.05
4.01324,Patrol,0
4.01324,Follow,0.05
3.935658,Patrol,0
3.935658,Follow,0.05
3.86487,Patrol,0
3.86487,Follow,0.05
3.783,Patrol,0
3.783,Follow,0.05
3.708803,Patrol,0
3.708803,Follow,0.05
3.610888,Patrol,0
3.610888,Follow,0.05
3.521138,Patrol,0
3.521138,Follow,0.05
3.444985,Patrol,0
3.444985,Follow,0.05
3.371924,Patrol,0
3.371924,Follow,0.05
3.292784,Patrol,0
3.292784,Follow,0.05
3.234097,Patrol,0
3.234097,Follow,0.05
3.17609,Patrol,0
3.17609,Follow,0.05
3.132856,Patrol,0
3.132856,Follow,0.05
3.093425,Patrol,0
3.093425,Follow,0.05
3.057691,Patrol,0
3.057691,Follow,0.05
3.020485,Patrol,0
3.020485,Follow,0.05
3.009391,Patrol,0
3.009391,Follow,0.05
3.004211,Patrol,0
3.004211,Follow,0.05
3.005475,Patrol,0
3.005475,Follow,0.05
3.006737,Patrol,0
3.006737,Follow,0.05
3.008393,Patrol,0
3.008393,Follow,0.05
3.010294,Patrol,0
3.010294,Follow,0.05
3.012707,Patrol,0
3.012707,Follow,0.05
3.015376,Patrol,0
3.015376,Follow,0.05
3.018562,Patrol,0
3.018562,Follow,0.05
3.019473,Patrol,0
3.019473,Follow,0.05
3.010854,Patrol,0
3.010854,Follow,0.05
3.001824,Patrol,0
3.001824,Follow,0.05
2.995632,Patrol,0
2.995632,Follow,0.05
2.989668,Patrol,0
2.989668,Follow,0.05
2.983757,Patrol,0
2.983757,Follow,0.05
2.977513,Patrol,0
2.977513,Follow,0.05
2.965827,Patrol,0
2.965827,Follow,0.05
2.960349,Patrol,0
2.960349,Follow,0.05
2.952929,Patrol,0
2.952929,Follow,0.05
2.946479,Patrol,0
2.946479,Follow,0.05
2.93949,Patrol,0
2.93949,Follow,0.05
2.933389,Patrol,0
2.933389,Follow,0.05
2.927608,Patrol,0
2.927608,Follow,0.05
2.921841,Patrol,0
2.921841,Follow,0.05
2.916073,Patrol,0
2.916073,Follow,0.05
2.909504,Patrol,0
2.909504,Follow,0.05
2.904216,Patrol,0
2.904216,Follow,0.05
2.898153,Patrol,0
2.898153,Follow,0.05
2.891765,Patrol,0
2.891765,Follow,0.05
2.891765,ShootLaser,2
2.884011,Patrol,0
2.884011,Follow,0.05
2.877736,Patrol,0
2.877736,Follow,0.05
2.87185,Patrol,0
2.87185,Follow,0.05
2.865834,Patrol,0
2.865834,Follow,0.05
2.859686,Patrol,0
2.859686,Follow,0.05
2.853493,Patrol,0
2.853493,Follow,0.05
2.848153,Patrol,0
2.848153,Follow,0.05
2.842746,Patrol,0
2.842746,Follow,0.05
2.836392,Patrol,0
2.836392,Follow,0.05
2.830232,Patrol,0
2.830232,Follow,0.05
2.822782,Patrol,0
2.822782,Follow,0.05
2.81684,Patrol,0
2.81684,Follow,0.05
2.811125,Patrol,0
2.811125,Follow,0.05
2.805467,Patrol,0
2.805467,Follow,0.05
2.800051,Patrol,0
2.800051,Follow,0.05
2.794549,Patrol,0
2.794549,Follow,0.05
2.788928,Patrol,0
2.788928,Follow,0.05
2.781984,Patrol,0
2.781984,Follow,0.05
2.774463,Patrol,0
2.774463,Follow,0.05
2.768547,Patrol,0
2.768547,Follow,0.05
2.762686,Patrol,0
2.762686,Follow,0.05
2.756939,Patrol,0
2.756939,Follow,0.05
2.751459,Patrol,0
2.751459,Follow,0.05
2.739128,Patrol,0
2.739128,Follow,0.05
2.733146,Patrol,0
2.733146,Follow,0.05
2.727793,Patrol,0
2.727793,Follow,0.05
2.722516,Patrol,0
2.722516,Follow,0.05
2.715989,Patrol,0
2.715989,Follow,0.05
2.709396,Patrol,0
2.709396,Follow,0.05
2.703517,Patrol,0
2.703517,Follow,0.05
2.697475,Patrol,0
2.697475,Follow,0.05
2.69098,Patrol,0
2.69098,Follow,0.05
2.684334,Patrol,0
2.684334,Follow,0.05
2.676841,Patrol,0
2.676841,Follow,0.05
2.66918,Patrol,0
2.66918,Follow,0.05
2.604474,Patrol,0
2.604474,Follow,0.05
2.52391,Patrol,0
2.52391,Follow,0.05
2.467723,Patrol,0
2.467723,Follow,0.05
2.423844,Patrol,0
2.423844,Follow,0.05
2.402094,Patrol,0
2.402094,Follow,0.05
2.396459,Patrol,0
2.396459,Follow,0.05
2.408402,Patrol,0
2.408402,Follow,0.05
2.437788,Patrol,0
2.437788,Follow,0.05
2.480609,Patrol,0
2.480609,Follow,0.05
2.535961,Patrol,0
2.535961,Follow,0.05
2.607408,Patrol,0
2.607408,Follow,0.05
2.690728,Patrol,0
2.690728,Follow,0.05
2.803226,Patrol,0
2.803226,Follow,0.05
2.910497,Patrol,0
2.910497,Follow,0.05
3.021272,Patrol,0
3.021272,Follow,0.05
3.135574,Patrol,0
3.135574,Follow,0.05
3.265547,Patrol,0
3.265547,Follow,0.05
3.399814,Patrol,0
3.399814,Follow,0.05
3.545635,Patrol,0
3.545635,Follow,0.05
3.738476,Patrol,0
3.738476,Follow,0.05
3.95757,Patrol,0
3.95757,Follow,0.05
4.132038,Patrol,0
4.132038,Follow,0.05
4.308101,Patrol,0
4.308101,Follow,0.05
4.486784,Patrol,0
4.486784,Follow,0.05
4.6836,Patrol,0
4.6836,Follow,0.05
4.911676,Patrol,0
4.911676,Follow,0.05
5.084892,Patrol,0
5.084892,Follow,0.1
5.153105,Patrol,0
5.153105,Follow,0.1
5.224153,Patrol,0
5.224153,Follow,0.1
5.255738,Patrol,0
5.255738,Follow,0.1
5.290584,Patrol,0
5.290584,Follow,0.1
5.323013,Patrol,0
5.323013,Follow,0.1
5.350797,Patrol,0
5.350797,Follow,0.1
5.373873,Patrol,0
5.373873,Follow,0.1
5.403325,Patrol,0
5.403325,Follow,0.1
5.427745,Patrol,0
5.427745,Follow,0.1
5.456602,Patrol,0
5.456602,Follow,0.1
5.482511,Patrol,0
5.482511,Follow,0.1
5.503772,Patrol,0
5.503772,Follow,0.1
5.523801,Patrol,0
5.523801,Follow,0.1
5.545615,Patrol,0
5.545615,Follow,0.1
5.589321,Patrol,0
5.589321,Follow,0.1
5.613596,Patrol,0
5.613596,Follow,0.1
5.637131,Patrol,0
5.637131,Follow,0.1
5.66113,Patrol,0
5.66113,Follow,0.1
5.6851,Patrol,0
5.6851,Follow,0.1
5.708333,Patrol,0
5.708333,Follow,0.1
5.736457,Patrol,0
5.736457,Follow,0.1
5.76152,Patrol,0
5.76152,Follow,0.1
5.788384,Patrol,0
5.788384,Follow,0.1
5.813944,Patrol,0
5.813944,Follow,0.1
5.8693,Patrol,0
5.8693,Follow,0.1
5.915724,Patrol,0
5.915724,Follow,0.1
5.965252,Patrol,0
5.965252,Follow,0.1
6.022725,Patrol,0
6.022725,Follow,0.1
6.087067,Patrol,0
6.087067,Follow,0.1
6.146628,Patrol,0
6.146628,Follow,0.1
6.258545,Patrol,0
6.258545,Follow,0.1
6.393878,Patrol,0
6.393878,Follow,0.1
6.440328,Patrol,0
6.440328,Follow,0.1
6.485492,Patrol,0
6.485492,Follow,0.1
6.533675,Patrol,0
6.533675,Follow,0.1
6.578693,Patrol,0
6.578693,Follow,0.1
6.624132,Patrol,0
6.624132,Follow,0.1
6.666038,Patrol,0
6.666038,Follow,0.1
6.706503,Patrol,0
6.706503,Follow,0.1
6.746916,Patrol,0
6.746916,Follow,0.1
6.785162,Patrol,0
6.785162,Follow,0.1
6.825805,Patrol,0
6.825805,Follow,0.1
6.877318,Patrol,0
6.877318,Follow,0.1
6.918859,Patrol,0
6.918859,Follow,0.1
7.004474,Patrol,0
7.004474,Follow,0.1
7.046542,Patrol,0
7.046542,Follow,0.1
7.087948,Patrol,0
7.087948,Follow,0.1
7.129462,Patrol,0
7.129462,Follow,0.1
7.176602,Patrol,0
7.176602,Follow,0.1
7.218807,Patrol,0
7.218807,Follow,0.1
7.258634,Patrol,0
7.258634,Follow,0.1
7.298519,Patrol,0
7.298519,Follow,0.1
7.337049,Patrol,0
7.337049,Follow,0.1
7.374684,Patrol,0
7.374684,Follow,0.1
7.417062,Patrol,0
7.417062,Follow,0.1
7.455687,Patrol,0
7.455687,Follow,0.1
7.498317,Patrol,0
7.498317,Follow,0.1
7.53916,Patrol,0
7.53916,Follow,0.1
7.587779,Patrol,0
7.587779,Follow,0.1
7.626603,Patrol,0
7.626603,Follow,0.1
7.670335,Patrol,0
7.670335,Follow,0.1
7.708601,Patrol,0
7.708601,Follow,0.1
7.753108,Patrol,0
7.753108,Follow,0.1
7.835572,Patrol,0
7.835572,Follow,0.1
7.885883,Patrol,0
7.885883,Follow,0.1
7.924977,Patrol,0
7.924977,Follow,0.1
7.966679,Patrol,0
7.966679,Follow,0.1
8.009295,Patrol,0
8.009295,Follow,0.1
8.051103,Patrol,0
8.051103,Follow,0.1
8.091351,Patrol,0
8.091351,Follow,0.1
8.131981,Patrol,0
8.131981,Follow,0.1
8.174386,Patrol,0
8.174386,Follow,0.1
8.223055,Patrol,0
8.223055,Follow,-0.02
8.263363,Patrol,-0.1
8.263363,Follow,0.1
8.30335,Patrol,0
8.30335,Follow,0.1
8.344295,Patrol,0
8.344295,Follow,-0.02
8.386454,Patrol,-0.1
8.386454,Follow,-0.02
8.426216,Patrol,-0.1
8.426216,Follow,-0.02
8.465387,Patrol,-0.1
8.465387,Follow,-0.02
8.504923,Patrol,-0.1
8.504923,Follow,-0.02
8.546017,Patrol,-0.1
8.546017,Follow,-0.02
8.598607,Patrol,-0.1
8.598607,Follow,-0.02
8.685699,Patrol,-0.1
8.685699,Follow,-0.02
8.72428,Patrol,-0.1
8.72428,Follow,-0.02
8.765214,Patrol,-0.1
8.765214,Follow,-0.02
8.806229,Patrol,-0.1
8.806229,Follow,-0.02
8.846859,Patrol,-0.1
8.846859,Follow,-0.02
8.887249,Patrol,-0.1
8.887249,Follow,-0.02
8.936345,Patrol,-0.1
8.936345,Follow,-0.02
8.974908,Patrol,-0.1
8.974908,Follow,-0.02
9.017068,Patrol,-0.1
9.017068,Follow,-0.02
9.055382,Patrol,-0.1
9.055382,Follow,-0.02
9.094836,Patrol,-0.1
9.094836,Follow,-0.02
9.135887,Patrol,-0.1
9.135887,Follow,-0.02
9.176206,Patrol,-0.1
9.176206,Follow,-0.02
9.216758,Patrol,-0.1
9.216758,Follow,-0.02
9.262667,Patrol,-0.1
9.262667,Follow,-0.02
9.311474,Patrol,-0.1
9.311474,Follow,-0.02
9.352117,Patrol,-0.1
9.352117,Follow,-0.02
9.392531,Patrol,-0.1
9.392531,Follow,-0.02
9.435021,Patrol,-0.1
9.435021,Follow,-0.02
9.524451,Patrol,-0.1
9.524451,Follow,-0.02
9.573563,Patrol,-0.1
9.573563,Follow,-0.02
9.614837,Patrol,-0.1
9.614837,Follow,-0.02
9.58244,Patrol,-0.1
9.58244,Follow,-0.02
9.549586,Patrol,-0.1
9.549586,Follow,-0.02
9.515866,Patrol,-0.1
9.515866,Follow,-0.02
9.481721,Patrol,-0.1
9.481721,Follow,-0.02
9.448333,Patrol,-0.1
9.448333,Follow,-0.02
9.415693,Patrol,-0.1
9.415693,Follow,-0.02
9.383216,Patrol,-0.1
9.383216,Follow,-0.02
9.351177,Patrol,-0.1
9.351177,Follow,-0.02
9.318151,Patrol,-0.1
9.318151,Follow,-0.02
9.28341,Patrol,-0.1
9.28341,Follow,-0.02
9.246099,Patrol,-0.1
9.246099,Follow,-0.02
9.204756,Patrol,-0.1
9.204756,Follow,-0.02
9.172179,Patrol,-0.1
9.172179,Follow,-0.02
9.088782,Patrol,-0.1
9.088782,Follow,-0.02
8.982189,Patrol,-0.1
8.982189,Follow,-0.02
8.876302,Patrol,-0.1
8.876302,Follow,-0.02
8.650123,Patrol,-0.1
8.650123,Follow,-0.02
8.536784,Patrol,-0.1
8.536784,Follow,-0.02
8.399125,Patrol,-0.1
8.399125,Follow,0.1
8.282675,Patrol,0
8.282675,Follow,0.1
8.150009,Patrol,0
8.150009,Follow,0.1
8.041926,Patrol,0
8.041926,Follow,0.1
7.935076,Patrol,0
7.935076,Follow,0.1
7.823234,Patrol,0
7.823234,Follow,0.1
7.68573,Patrol,0
7.68573,Follow,0.1
7.576298,Patrol,0
7.576298,Follow,0.1
7.475201,Patrol,0
7.475201,Follow,0.1
7.372201,Patrol,0
7.372201,Follow,0.1
7.262944,Patrol,0
7.262944,Follow,0.1
7.156314,Patrol,0
7.156314,Follow,0.1
7.051197,Patrol,0
7.051197,Follow,0.1
6.929545,Patrol,0
6.929545,Follow,0.1
6.808417,Patrol,0
6.808417,Follow,0.1
6.676628,Patrol,0
6.676628,Follow,0.1
6.465602,Patrol,0
6.465602,Follow,0.1
6.364392,Patrol,0
6.364392,Follow,0.1
6.272058,Patrol,0
6.272058,Follow,0.1
6.180834,Patrol,0
6.180834,Follow,0.1
6.089674,Patrol,0
6.089674,Follow,0.1
6.002466,Patrol,0
6.002466,Follow,0.1
5.896579,Patrol,0
5.896579,Follow,0.1
5.818274,Patrol,0
5.818274,Follow,0.1
5.736722,Patrol,0
5.736722,Follow,0.1
5.645978,Patrol,0
5.645978,Follow,0.1
5.621703,Patrol,0
5.621703,Follow,0.1
5.599749,Patrol,0
5.599749,Follow,0.1
5.578034,Patrol,0
5.578034,Follow,0.1
5.554173,Patrol,0
5.554173,Follow,0.1
5.531845,Patrol,0
5.531845,Follow,0.1
5.515194,Patrol,0
5.515194,Follow,0.1
5.497566,Patrol,0
5.497566,Follow,0.1
5.479112,Patrol,0
5.479112,Follow,0.1
5.444269,Patrol,0
5.444269,Follow,0.1
5.425275,Patrol,0
5.425275,Follow,0.1
5.40871,Patrol,0
5.40871,Follow,0.1
5.392658,Patrol,0
5.392658,Follow,0.1
5.375813,Patrol,0
5.375813,Follow,0.1
5.358563,Patrol,0
5.358563,Follow,0.1
5.341551,Patrol,0
5.341551,Follow,0.1
5.324494,Patrol,0
5.324494,Follow,0.1
5.308165,Patrol,0
5.308165,Follow,0.1
5.291021,Patrol,0
5.291021,Follow,0.1
5.272156,Patrol,0
5.272156,Follow,0.1
5.25615,Patrol,0
5.25615,Follow,0.1
5.23898,Patrol,0
5.23898,Follow,0.1
5.221946,Patrol,0
5.221946,Follow,0.1
5.205356,Patrol,0
5.205356,Follow,0.1
5.186171,Patrol,0
5.186171,Follow,0.1
5.169493,Patrol,0
5.169493,Follow,0.1
5.150467,Patrol,0
5.150467,Follow,0.1
5.119602,Patrol,0
5.119602,Follow,0.1
5.104633,Patrol,0
5.104633,Follow,0.1
5.089939,Patrol,0
5.089939,Follow,0.1
5.073189,Patrol,0
5.073189,Follow,0.1
5.058492,Patrol,0
5.058492,Follow,0.1
5.043155,Patrol,0
5.043155,Follow,0.1
5.025477,Patrol,0
5.025477,Follow,0.1
5.011593,Patrol,0
5.011593,Follow,0.1
4.998336,Patrol,0
4.998336,Follow,0.05
4.9845,Patrol,0
4.9845,Follow,0.05
4.970799,Patrol,0
4.970799,Follow,0.05
4.957802,Patrol,0
4.957802,Follow,0.05
4.944977,Patrol,0
4.944977,Follow,0.05
4.940086,Patrol,0
4.940086,Follow,0.05
4.934751,Patrol,0
4.934751,Follow,0.05
4.930074,Patrol,0
4.930074,Follow,0.05
4.926215,Patrol,0
4.926215,Follow,0.05
4.92243,Patrol,0
4.92243,Follow,0.05
4.918711,Patrol,0
4.918711,Follow,0.05
4.911547,Patrol,0
4.911547,Follow,0.05
4.908337,Patrol,0
4.908337,Follow,0.05
4.904575,Patrol,0
4.904575,Follow,0.05
4.900794,Patrol,0
4.900794,Follow,0.05
4.896826,Patrol,0
4.896826,Follow,0.05
4.893006,Patrol,0
4.893006,Follow,0.05
4.889768,Patrol,0
4.889768,Follow,0.05
4.886364,Patrol,0
4.886364,Follow,0.05
4.883005,Patrol,0
4.883005,Follow,0.05
4.879697,Patrol,0
4.879697,Follow,0.05
4.876787,Patrol,0
4.876787,Follow,0.05
4.873152,Patrol,0
4.873152,Follow,0.05
4.870662,Patrol,0
4.870662,Follow,0.05
4.867463,Patrol,0
4.867463,Follow,0.05
4.863954,Patrol,0
4.863954,Follow,0.05
4.860571,Patrol,0
4.860571,Follow,0.05
4.857261,Patrol,0
4.857261,Follow,0.05
4.854182,Patrol,0
4.854182,Follow,0.05
4.851144,Patrol,0
4.851144,Follow,0.05
4.845199,Patrol,0
4.845199,Follow,0.05
4.842482,Patrol,0
4.842482,Follow,0.05
4.840042,Patrol,0
4.840042,Follow,0.05
4.837609,Patrol,0
4.837609,Follow,0.05
4.834355,Patrol,0
4.834355,Follow,0.05
4.831199,Patrol,0
4.831199,Follow,0.05
4.828043,Patrol,0
4.828043,Follow,0.05
4.824987,Patrol,0
4.824987,Follow,0.05
4.821986,Patrol,0
4.821986,Follow,0.05
4.8191,Patrol,0
4.8191,Follow,0.05
4.81572,Patrol,0
4.81572,Follow,0.05
4.813272,Patrol,0
4.813272,Follow,0.05
4.810839,Patrol,0
4.810839,Follow,0.05
4.808502,Patrol,0
4.808502,Follow,0.05
4.80454,Patrol,0
4.80454,Follow,0.05
4.799684,Patrol,0
4.799684,Follow,0.05
4.795065,Patrol,0
4.795065,Follow,0.05
4.790608,Patrol,0
4.790608,Follow,0.05
4.786463,Patrol,0
4.786463,Follow,0.05
4.777474,Patrol,0
4.777474,Follow,0.05
4.773147,Patrol,0
4.773147,Follow,0.05
4.769131,Patrol,0
4.769131,Follow,0.05
4.765343,Patrol,0
4.765343,Follow,0.05
4.761361,Patrol,0
4.761361,Follow,0.05
4.756052,Patrol,0
4.756052,Follow,0.05
4.751139,Patrol,0
4.751139,Follow,0.05
4.746209,Patrol,0
4.746209,Follow,0.05
4.741351,Patrol,0
4.741351,Follow,0.05
4.73646,Patrol,0
4.73646,Follow,0.05
4.73086,Patrol,0
4.73086,Follow,0.05
4.72636,Patrol,0
4.72636,Follow,0.05
4.721874,Patrol,0
4.721874,Follow,0.05
4.717741,Patrol,0
4.717741,Follow,0.05
4.712725,Patrol,0
4.712725,Follow,0.05
4.707491,Patrol,0
4.707491,Follow,0.05
4.700149,Patrol,0
4.700149,Follow,0.05
4.694527,Patrol,0
4.694527,Follow,0.05
4.688612,Patrol,0
4.688612,Follow,0.05
4.683241,Patrol,0
4.683241,Follow,0.05
4.677787,Patrol,0
4.677787,Follow,0.05
4.672498,Patrol,0
4.672498,Follow,0.05
4.666496,Patrol,0
4.666496,Follow,0.05
4.661232,Patrol,0
4.661232,Follow,0.05
4.656147,Patrol,0
4.656147,Follow,0.05
4.649532,Patrol,0
4.649532,Follow,0.05
4.643371,Patrol,0
4.643371,Follow,0.05
4.636801,Patrol,0
4.636801,Follow,0.05
4.62995,Patrol,0
4.62995,Follow,0.05
4.624094,Patrol,0
4.624094,Follow,0.05
4.617993,Patrol,0
4.617993,Follow,0.05
4.612448,Patrol,0
4.612448,Follow,0.05
4.606336,Patrol,0
4.606336,Follow,0.05
4.600555,Patrol,0
4.600555,Follow,0.05
4.593056,Patrol,0
4.593056,Follow,0.05
4.585991,Patrol,0
4.585991,Follow,0.05
4.57921,Patrol,0
4.57921,Follow,0.05
4.572261,Patrol,0
4.572261,Follow,0.05
4.558486,Patrol,0
4.558486,Follow,0.05
4.526912,Patrol,0
4.526912,Follow,0.05
4.421366,Patrol,0
4.421366,Follow,0.05
4.320699,Patrol,0
4.320699,Follow,0.05
4.225205,Patrol,0
4.225205,Follow,0.05
4.141213,Patrol,0
4.141213,Follow,0.05
4.060903,Patrol,0
4.060903,Follow,0.05
3.984918,Patrol,0
3.984918,Follow,0.05
3.928564,Patrol,0
3.928564,Follow,0.05
3.878174,Patrol,0
3.878174,Follow,0.05
3.83607,Patrol,0
3.83607,Follow,0.05
3.805459,Patrol,0
3.805459,Follow,0.05
3.780781,Patrol,0
3.780781,Follow,0.05
3.771491,Patrol,0
3.771491,Follow,0.05
3.773906,Patrol,0
3.773906,Follow,0.05
3.786764,Patrol,0
3.786764,Follow,0.05
3.808895,Patrol,0
3.808895,Follow,0.05
3.84256,Patrol,0
3.84256,Follow,0.05
3.93997,Patrol,0
3.93997,Follow,0.05
4.001215,Patrol,0
4.001215,Follow,0.05
4.001215,ShootLaser,2
4.0843,Patrol,0
4.0843,Follow,0.05
4.223627,Patrol,0
4.223627,Follow,0.05
4.345227,Patrol,0
4.345227,Follow,0.05
4.469718,Patrol,0
4.469718,Follow,0.05
4.586364,Patrol,0
4.586364,Follow,0.05
4.72088,Patrol,0
4.72088,Follow,0.05
4.86914,Patrol,0
4.86914,Follow,0.05
4.921904,Patrol,0
4.921904,Follow,0.05
4.978133,Patrol,0
4.978133,Follow,0.05
5.035216,Patrol,0
5.035216,Follow,0.1
5.085137,Patrol,0
5.085137,Follow,0.1
5.10127,Patrol,0
5.10127,Follow,0.1
5.105257,Patrol,0
5.105257,Follow,0.1
5.109635,Patrol,0
5.109635,Follow,0.1
5.112163,Patrol,0
5.112163,Follow,0.1
5.111972,Patrol,0
5.111972,Follow,0.1
5.11105,Patrol,0
5.11105,Follow,0.1
5.110078,Patrol,0
5.110078,Follow,0.1
5.106814,Patrol,0
5.106814,Follow,0.1
5.105146,Patrol,0
5.105146,Follow,0.1
5.100462,Patrol,0
5.100462,Follow,0.1
5.096876,Patrol,0
5.096876,Follow,0.1
5.092297,Patrol,0
5.092297,Follow,0.1
5.088338,Patrol,0
5.088338,Follow,0.1
5.08448,Patrol,0
5.08448,Follow,0.1
5.080383,Patrol,0
5.080383,Follow,0.1
5.077219,Patrol,0
5.077219,Follow,0.1
5.073902,Patrol,0
5.073902,Follow,0.1
5.073495,Patrol,0
5.073495,Follow,0.1
5.071967,Patrol,0
5.071967,Follow,0.1
5.073094,Patrol,0
5.073094,Follow,0.1
5.077644,Patrol,0
5.077644,Follow,0.1
5.08289,Patrol,0
5.08289,Follow,0.1
5.088364,Patrol,0
5.088364,Follow,0.1
5.096509,Patrol,0
5.096509,Follow,0.1
5.10764,Patrol,0
5.10764,Follow,0.1
5.118731,Patrol,0
5.118731,Follow,0.1
5.132834,Patrol,0
5.132834,Follow,0.1
5.147847,Patrol,0
5.147847,Follow,0.1
5.165509,Patrol,0
5.165509,Follow,0.1
5.18517,Patrol,0
5.18517,Follow,0.1
5.20722,Patrol,0
5.20722,Follow,0.1
5.23227,Patrol,0
5.23227,Follow,0.1
5.260319,Patrol,0
5.260319,Follow,0.1
5.292497,Patrol,0
5.292497,Follow,0.1
5.333758,Patrol,0
5.333758,Follow,0.1
5.373399,Patrol,0
5.373399,Follow,0.1
5.41335,Patrol,0
5.41335,Follow,0.1
5.452993,Patrol,0
5.452993,Follow,0.1
5.494248,Patrol,0
5.494248,Follow,0.1
5.576425,Patrol,0
5.576425,Follow,0.1
5.619655,Patrol,0
5.619655,Follow,0.1
5.660059,Patrol,0
5.660059,Follow,0.1
5.697714,Patrol,0
5.697714,Follow,0.1
5.732144,Patrol,0
5.732144,Follow,0.1
5.767005,Patrol,0
5.767005,Follow,0.1
5.807055,Patrol,0
5.807055,Follow,0.1
5.844224,Patrol,0
5.844224,Follow,0.1
5.878667,Patrol,0
